"","loan_amount","interest_rate","term","grade","state","annual_income","homeownership","debt_to_income"
"435",12000,7.96,36,"A","WA",70000,"MORTGAGE",17.64
"436",5000,5.32,36,"A","IL",35000,"RENT",18.42
"437",15000,14.08,36,"C","AL",37000,"RENT",30.62
"438",15000,18.45,36,"D","IL",114000,"RENT",13.23
"439",5000,6.72,36,"A","FL",20000,"OWN",34.72
"440",13000,17.09,60,"D","NJ",61000,"RENT",13.08
"441",17975,10.9,36,"B","LA",37000,"OWN",37.46
"442",28275,13.58,60,"C","MI",41600,"RENT",27.03
"443",11000,14.08,60,"C","CA",57056.62,"MORTGAGE",3.85
"444",25000,6.72,60,"A","IL",70000,"MORTGAGE",25.73
"445",3300,9.43,36,"B","MI",24000,"OWN",9.2
"446",30000,11.99,60,"B","TX",60000,"RENT",27.16
"447",7200,11.98,36,"B","TX",70000,"RENT",9.69
"448",30000,10.42,60,"B","MT",57000,"MORTGAGE",16.02
"449",25000,11.98,36,"B","NY",150000,"RENT",7.05
"450",20000,7.96,60,"A","ME",33000,"RENT",27.2
"451",4000,9.93,36,"B","OR",68000,"MORTGAGE",11.22
"452",40000,9.43,36,"B","CA",152000,"RENT",13.42
"453",40000,10.41,36,"B","GA",78000,"RENT",17.22
"454",13000,7.34,36,"A","MD",50000,"RENT",15.67
"455",15000,14.07,36,"C","PA",50000,"RENT",18.19
"456",27000,10.42,60,"B","CA",57000,"RENT",14.11
"457",13000,7.97,36,"A","LA",63000,"MORTGAGE",20.27
"458",15000,21.45,60,"D","CA",80000,"MORTGAGE",10.91
"459",3000,21.45,36,"D","MN",50000,"RENT",1.8
"460",21600,26.77,60,"E","CA",114000,"MORTGAGE",19.66
"461",35000,20.39,60,"D","AL",76500,"MORTGAGE",27.48
"462",2500,10.42,36,"B","NY",72000,"RENT",24.28
"463",4000,17.47,36,"D","LA",112000,"RENT",12.36
"464",10000,7.34,60,"A","WI",37400,"MORTGAGE",21.53
"465",6400,7.35,36,"A","IL",26000,"RENT",14.08
"466",6900,17.09,36,"D","CA",25000,"RENT",9.84
"467",6000,13.59,36,"C","TX",1e+05,"MORTGAGE",38.49
"468",3000,6.07,36,"A","NV",74500,"MORTGAGE",1.98
"469",10000,9.93,36,"B","LA",95000,"OWN",55.61
"470",12000,9.44,36,"B","CT",70000,"MORTGAGE",11.06
"471",16000,11.99,36,"B","WA",40000,"MORTGAGE",39.03
"472",30000,25.82,60,"E","SC",79000,"RENT",29.17
"473",10800,19.03,60,"D","CA",41000,"RENT",27.43
"474",12000,10.41,36,"B","CO",73000,"RENT",12.13
"475",6000,12.61,36,"C","OR",25000,"RENT",7.06
"476",6500,6.71,36,"A","NC",86000,"MORTGAGE",2.96
"477",6000,10.42,36,"B","FL",33000,"RENT",5.78
"478",7500,18.06,36,"D","AZ",75000,"RENT",32.86
"479",10000,6.08,36,"A","NY",45000,"RENT",10.6
"480",27500,7.97,36,"A","NJ",114000,"RENT",11.2
"481",25875,24.85,60,"E","IL",48000,"MORTGAGE",44.35
"482",6000,15.04,36,"C","CO",45000,"RENT",16.11
"483",40000,21.45,60,"D","FL",90000,"MORTGAGE",10.15
"484",2500,17.09,36,"D","WI",55000,"RENT",23.35
"485",7000,20,36,"D","MI",36000,"RENT",4.87
"486",8000,9.44,36,"B","CA",120000,"RENT",8.25
"487",12000,15.04,60,"C","AR",42000,"OWN",16.49
"488",15000,20.39,60,"D","MD",79500,"MORTGAGE",16.05
"489",4000,7.97,36,"A","CA",42000,"RENT",5.83
"490",6500,11.98,36,"B","FL",35000,"RENT",21.5
"491",40000,6.07,36,"A","NJ",250000,"OWN",2.58
"492",32000,21.45,60,"D","AZ",41000,"MORTGAGE",41.51
"493",10000,9.44,36,"B","NC",69000,"RENT",11.83
"494",15000,9.43,36,"B","FL",69200,"RENT",5.03
"495",12000,21.85,60,"D","IL",35000,"MORTGAGE",10.67
"496",24000,11.99,60,"B","FL",220000,"MORTGAGE",7.52
"497",15000,10.42,60,"B","CO",68000,"RENT",17.25
"498",15000,13.59,36,"C","CA",50000,"RENT",37.73
"499",10000,7.35,36,"A","IN",60000,"MORTGAGE",16.12
"500",8000,6.71,36,"A","CA",35000,"RENT",10.8
"501",6300,9.44,36,"B","CT",52000,"MORTGAGE",17.75
"502",4500,6.72,36,"A","AR",24000,"MORTGAGE",18.85
"503",30000,7.97,36,"A","AK",85000,"MORTGAGE",26.03
"504",12000,15.05,60,"C","AZ",52000,"RENT",28.5
"505",16000,6.72,36,"A","PA",175000,"MORTGAGE",14.8
"506",24000,5.32,36,"A","TN",120000,"OWN",6.78
"507",15000,17.47,36,"D","FL",62000,"OWN",13.53
"508",15000,15.05,36,"C","IN",45000,"MORTGAGE",16.83
"509",14000,10.91,36,"B","OH",35000,"OWN",16.05
"510",35000,21.45,60,"D","NY",43000,"RENT",19.15
"511",12000,5.32,36,"A","GA",114000,"MORTGAGE",10.78
"512",35000,12.62,36,"C","CA",388000,"MORTGAGE",8.93
"513",10000,12.61,36,"C","PA",65000,"MORTGAGE",12.37
"514",5000,10.91,36,"B","NY",30000,"RENT",3.85
"515",36500,5.32,36,"A","TN",90000,"MORTGAGE",12.5
"516",4800,7.96,36,"A","IN",55000,"MORTGAGE",1.64
"517",25000,11.99,36,"B","SC",3300,"MORTGAGE",469.09
"518",20000,6.08,36,"A","MI",90000,"MORTGAGE",23.15
"519",2400,13.58,36,"C","MN",48000,"MORTGAGE",18.65
"520",6000,7.35,36,"A","AR",50000,"RENT",23.46
"521",20000,7.97,36,"A","FL",71422,"MORTGAGE",14.96
"522",24000,10.42,36,"B","MD",77000,"MORTGAGE",12.23
"523",15000,6.71,36,"A","NY",42000,"RENT",13.96
"524",20000,5.31,36,"A","VA",80000,"MORTGAGE",10.4
"525",11000,12.61,36,"C","CA",45000,"RENT",8.29
"526",7500,25.82,36,"E","FL",82000,"MORTGAGE",25.76
"527",14800,18.06,36,"D","MA",85600,"MORTGAGE",37.87
"528",20000,9.44,36,"B","NJ",78000,"RENT",12.31
"529",10000,19.03,36,"D","CT",90000,"RENT",21.29
"530",22000,5.32,36,"A","UT",68000,"MORTGAGE",20.76
"531",10000,11.99,36,"B","SC",60000,"MORTGAGE",0.88
"532",13000,7.96,36,"A","CA",54600,"RENT",20.44
"533",32000,18.45,36,"D","WA",40000,"MORTGAGE",32.67
"534",32000,28.72,60,"F","CT",24000,"MORTGAGE",75.45
"535",20000,9.92,60,"B","OH",70000,"MORTGAGE",26.11
"536",2050,7.96,36,"A","NC",50000,"RENT",10.83
"537",12000,13.58,36,"C","OH",34000,"OWN",15.81
"538",12000,7.34,36,"A","NJ",55000,"RENT",28.19
"539",12000,9.43,36,"B","LA",81000,"OWN",18.5
"540",5400,15.05,36,"C","CO",20000,"MORTGAGE",18.73
"541",6000,11.98,36,"B","NY",55000,"RENT",5.78
"542",7400,13.59,36,"C","AL",58000,"RENT",29.4
"543",8000,14.08,36,"C","MD",17000,"RENT",22.67
"544",12000,14.07,60,"C","IL",110000,"RENT",21.34
"545",10000,16.01,36,"C","OH",42000,"OWN",16.65
"546",40000,9.43,36,"B","OK",33975,"MORTGAGE",83.4
"547",9500,9.93,36,"B","CA",25000,"RENT",14.31
"548",15000,12.61,60,"C","MD",118000,"OWN",14.22
"549",14000,14.08,60,"C","CO",33000,"RENT",29.67
"550",10000,16.02,60,"C","MI",32248.24,"MORTGAGE",24.71
"551",35000,19.03,60,"D","GA",87500,"MORTGAGE",17.59
"552",11500,9.93,60,"B","OK",73000,"RENT",30.97
"553",21975,7.96,36,"A","IN",95000,"MORTGAGE",16.27
"554",12000,10.91,36,"B","FL",275000,"MORTGAGE",4.57
"555",23000,18.06,60,"D","NJ",55000,"RENT",19.45
"556",10000,5.31,36,"A","KS",52000,"RENT",14.49
"557",40000,11.98,60,"B","IL",78000,"MORTGAGE",13.23
"558",20000,21.85,36,"D","TX",70090,"RENT",32.77
"559",10000,7.35,36,"A","NY",65000,"MORTGAGE",25.01
"560",40000,9.93,60,"B","NJ",102000,"MORTGAGE",11.39
"561",15000,6.08,36,"A","CA",78000,"OWN",20.28
"562",8000,16.01,36,"C","FL",94000,"OWN",17.78
"563",6025,10.9,36,"B","MA",24000,"RENT",4.4
"564",30000,7.35,36,"A","NY",90000,"RENT",3.92
"565",20000,9.93,60,"B","VA",2e+05,"RENT",27.4
"566",35000,6.72,36,"A","OR",120000,"MORTGAGE",16.53
"567",12000,9.92,36,"B","NC",179000,"MORTGAGE",11.08
"568",15000,21.45,60,"D","NY",45240,"RENT",18.36
"569",13000,21.85,60,"D","FL",80000,"RENT",10.72
"570",20000,20,36,"D","OH",125000,"MORTGAGE",21.34
"571",1600,10.9,36,"B","WI",43000,"OWN",25.76
"572",6000,13.58,36,"C","KY",62000,"OWN",21.93
"573",30000,21.85,60,"D","NY",2e+05,"OWN",5.36
"574",15000,10.9,36,"B","NY",161105,"OWN",28.28
"575",3000,10.42,36,"B","OH",138000,"RENT",6.84
"576",39600,22.91,36,"E","CT",58000,"MORTGAGE",29.53
"577",5000,12.62,36,"C","MS",22212,"OWN",9.08
"578",18875,14.07,36,"C","WA",63000,"MORTGAGE",33.62
"579",40000,15.05,36,"C","MO",120000,"MORTGAGE",28.61
"580",15000,9.93,60,"B","NY",78000,"MORTGAGE",20.12
"581",6000,16.01,36,"C","MS",44000,"RENT",29.49
"582",12500,12.62,60,"C","CA",102000,"MORTGAGE",33.14
"583",9500,7.35,36,"A","AK",39332.8,"MORTGAGE",15.09
"584",13000,15.04,60,"C","SC",140000,"MORTGAGE",17.75
"585",20000,9.44,36,"B","NJ",19000,"RENT",41.44
"586",35000,16.01,36,"C","CA",60000,"MORTGAGE",5.74
"587",7000,10.9,36,"B","AL",22000,"RENT",11.24
"588",16700,6.72,36,"A","GA",55000,"RENT",37.03
"589",15000,9.93,36,"B","GA",1e+05,"RENT",18.18
"590",40000,11.99,36,"B","TX",170000,"MORTGAGE",13.67
"591",24000,9.93,36,"B","MI",85000,"MORTGAGE",13
"592",4000,10.41,36,"B","FL",71000,"RENT",24.29
"593",35000,13.59,36,"C","TN",195000,"MORTGAGE",24.81
"594",9525,15.05,36,"C","GA",17200,"MORTGAGE",20.96
"595",13500,14.08,60,"C","TX",60000,"RENT",16.34
"596",20000,19.03,36,"D","NY",50000,"RENT",13.97
"597",10000,6.08,36,"A","VA",48000,"RENT",22.08
"598",3500,11.99,36,"B","OH",39000,"OWN",23.05
"599",9000,5.31,36,"A","GA",104000,"MORTGAGE",10.97
"600",15000,12.62,60,"C","WA",85000,"MORTGAGE",34.55
"601",5000,13.59,36,"C","CA",66913.6,"RENT",12.89
"602",5000,13.59,36,"C","MN",60000,"RENT",15.26
"603",2200,11.98,36,"B","NY",45000,"OWN",34.83
"604",10000,14.08,36,"C","OH",140000,"MORTGAGE",37.22
"605",2000,15.05,36,"C","CA",170000,"RENT",12.47
"606",6025,12.62,36,"C","MA",53000,"RENT",9.76
"607",28000,10.9,60,"B","FL",52000,"MORTGAGE",4.57
"608",10000,10.9,60,"B","CA",190000,"MORTGAGE",12.33
"609",38400,6.72,36,"A","VA",132000,"RENT",9.43
"610",40000,9.92,36,"B","KY",99000,"OWN",10.07
"611",18000,16.02,60,"C","OH",48222,"RENT",12.22
"612",10000,9.43,36,"B","CA",89000,"RENT",2.2
"613",27000,11.99,60,"B","PA",2e+05,"OWN",19.66
"614",15000,13.59,60,"C","MS",28750,"RENT",37.95
"615",24000,6.72,36,"A","TX",128500,"RENT",20.57
"616",10000,13.58,36,"C","NY",60000,"RENT",28.46
"617",6250,9.92,36,"B","LA",53000,"OWN",13.63
"618",25000,10.41,36,"B","AZ",150000,"MORTGAGE",14.91
"619",4000,10.91,36,"B","FL",31000,"RENT",5.3
"620",36000,12.61,60,"C","FL",70000,"RENT",32.85
"621",12000,10.91,36,"B","IN",75000,"MORTGAGE",10.94
"622",20000,6.07,36,"A","CA",105000,"RENT",10.15
"623",20000,10.42,36,"B","NC",65000,"RENT",11.12
"624",16000,9.43,36,"B","NJ",88000,"MORTGAGE",17.84
"625",21000,6.08,36,"A","FL",25000,"MORTGAGE",58.92
"626",20000,10.91,60,"B","RI",85000,"MORTGAGE",21.6
"627",7200,6.07,36,"A","TX",139000,"OWN",19.4
"628",22000,9.44,60,"B","WA",113000,"RENT",23.57
"629",10000,16.02,36,"C","CA",28000,"RENT",14.66
"630",8500,10.42,36,"B","KY",90000,"MORTGAGE",6.07
"631",15000,9.44,60,"B","NJ",86500,"MORTGAGE",25.17
"632",5000,7.34,36,"A","NJ",70020,"RENT",7.88
"633",30000,19.42,36,"D","NY",210000,"MORTGAGE",16.89
"634",21000,15.05,36,"C","WA",86000,"RENT",14.26
"635",20000,16.02,60,"C","NY",53000,"MORTGAGE",8.88
"636",21600,16.02,60,"C","CA",65000,"RENT",16.06
"637",28000,14.07,60,"C","IL",80000,"RENT",10.52
"638",35000,10.41,36,"B","MN",90000,"MORTGAGE",18.42
"639",5000,14.08,36,"C","NY",40000,"MORTGAGE",32.34
"640",6000,11.99,36,"B","KS",72000,"MORTGAGE",30.83
"641",25000,10.42,60,"B","NC",90000,"RENT",11.96
"642",15000,13.59,60,"C","TX",35000,"MORTGAGE",44.07
"643",8000,6.08,36,"A","NE",50000,"MORTGAGE",32.48
"644",35200,6.71,36,"A","CA",93000,"MORTGAGE",29.87
"645",6000,10.42,36,"B","TX",60000,"MORTGAGE",19.24
"646",6000,7.34,36,"A","LA",28000,"OWN",19.76
"647",10000,17.47,36,"D","MO",27000,"RENT",20.68
"648",35000,9.93,36,"B","NJ",3e+05,"OWN",9.94
"649",35000,17.09,60,"D","PA",250000,"MORTGAGE",1.43
"650",24000,12.62,60,"C","OH",1e+05,"MORTGAGE",20.38
"651",15000,21.45,60,"D","NY",45000,"RENT",1.12
"652",2000,7.97,36,"A","CA",14200,"RENT",36.35
"653",40000,9.93,60,"B","NJ",120000,"MORTGAGE",7.19
"654",7500,7.96,36,"A","AZ",25875,"RENT",6.65
"655",10000,6.72,36,"A","MA",70000,"OWN",28.74
"656",24000,16.01,60,"C","GA",93000,"OWN",30.81
"657",10000,7.96,36,"A","NY",50000,"RENT",7.42
"658",9500,10.42,36,"B","GA",65000,"MORTGAGE",21.62
"659",11500,6.08,36,"A","WV",111000,"MORTGAGE",6.24
"660",18000,6.72,36,"A","IL",96000,"OWN",22.18
"661",10000,5.31,36,"A","FL",30000,"MORTGAGE",25.63
"662",6000,10.42,36,"B","CO",44000,"MORTGAGE",34
"663",30000,25.81,60,"E","NC",55000,"MORTGAGE",36.74
"664",15000,7.35,36,"A","NY",70000,"RENT",27.23
"665",14000,10.9,60,"B","MI",95000,"MORTGAGE",5.85
"666",9500,5.32,36,"A","OR",72276,"OWN",16.24
"667",10000,16.02,36,"C","FL",80000,"MORTGAGE",18.24
"668",6000,9.92,36,"B","CA",54800,"RENT",25.05
"669",30000,6.71,36,"A","ND",110000,"RENT",2.69
"670",10000,14.08,36,"C","TX",65000,"RENT",27.97
"671",12000,9.44,36,"B","TX",54000,"RENT",18.2
"672",16000,16.02,36,"C","MD",169880,"MORTGAGE",20.61
"673",24000,10.42,36,"B","WI",52000,"MORTGAGE",10.96
"674",4000,7.97,36,"A","TX",58000,"RENT",20.5
"675",8500,16.02,36,"C","IN",107000,"MORTGAGE",20.45
"676",3100,9.43,36,"B","TX",85000,"MORTGAGE",18.04
"677",20000,11.98,36,"B","VA",185000,"MORTGAGE",12.56
"678",25000,10.9,60,"B","CO",125000,"OWN",29.25
"679",21000,6.71,36,"A","TX",28000,"RENT",10.5
"680",8000,6.71,36,"A","MA",87000,"RENT",13.44
"681",30000,19.03,36,"D","MO",2e+05,"MORTGAGE",16.96
"682",20400,23.88,60,"E","IL",65000,"MORTGAGE",16.77
"683",2500,10.9,36,"B","IN",90000,"MORTGAGE",8.47
"684",15000,19.03,60,"D","IL",55000,"RENT",9.8
"685",10000,6.72,36,"A","NM",37000,"RENT",23.86
"686",16000,9.44,36,"B","NV",50000,"RENT",13.06
"687",9000,5.31,36,"A","NY",170000,"RENT",9.01
"688",24000,14.07,60,"C","SC",87000,"MORTGAGE",23.08
"689",7000,13.58,36,"C","VA",80000,"MORTGAGE",10.85
"690",10000,14.08,36,"C","UT",26000,"MORTGAGE",29.68
"691",5000,9.43,36,"B","IL",45000,"RENT",9.23
"692",17000,10.91,36,"B","FL",50000,"OWN",28.75
"693",4000,16.02,36,"C","CA",101000,"RENT",23.02
"694",18000,18.06,36,"D","MT",35000,"RENT",1.2
"695",9000,5.31,36,"A","NY",56000,"MORTGAGE",10.12
"696",18300,11.99,60,"B","CA",59000,"RENT",16.31
"697",16000,28.72,60,"F","MN",64000,"MORTGAGE",25.67
"698",15600,16.01,36,"C","CO",250000,"MORTGAGE",5.81
"699",6000,10.91,36,"B","AL",54000,"RENT",23.6
"700",24000,12.62,36,"C","NY",35000,"RENT",1.85
"701",10000,22.91,60,"E","MI",45384,"RENT",3.41
"702",7500,17.09,36,"D","GA",69000,"OWN",22.87
"703",16000,10.42,36,"B","GA",250000,"MORTGAGE",15.57
"704",12150,7.97,36,"A","WI",55000,"MORTGAGE",11.37
"705",10000,14.08,36,"C","WA",60000,"MORTGAGE",9.38
"706",10000,7.34,36,"A","CA",80000,"RENT",11.3
"707",29500,7.34,60,"A","KY",65000,"MORTGAGE",20.37
"708",10000,11.99,36,"B","NY",20000,"OWN",15.97
"709",12800,11.99,60,"B","NY",57500,"RENT",12.84
"710",6000,10.91,36,"B","PA",30000,"MORTGAGE",20.66
"711",25000,9.44,60,"B","TX",108000,"MORTGAGE",34.84
"712",6000,6.72,36,"A","PA",50000,"RENT",5.95
"713",32000,18.45,60,"D","FL",61800,"RENT",13.79
"714",16800,10.42,60,"B","MN",260000,"MORTGAGE",11.07
"715",16000,17.09,36,"D","MA",250000,"RENT",5.6
"716",10000,16.01,36,"C","WI",83740,"RENT",23.88
"717",10000,15.04,36,"C","OH",42000,"OWN",20.23
"718",10000,30.17,60,"F","MA",118000,"MORTGAGE",8.1
"719",8000,7.97,36,"A","MD",72000,"RENT",5.53
"720",12000,9.44,36,"B","MI",50000,"OWN",20.48
"721",10000,12.61,60,"C","SC",80000,"OWN",21.14
"722",23000,16.02,60,"C","CO",80000,"RENT",17.27
"723",40000,14.08,60,"C","TX",125381,"MORTGAGE",20.05
"724",22900,10.91,36,"B","NY",65000,"MORTGAGE",6.37
"725",13500,17.47,60,"D","MO",75000,"MORTGAGE",5.01
"726",30000,17.09,60,"D","IN",60000,"MORTGAGE",34.44
"727",20000,17.47,60,"D","NY",1020000,"MORTGAGE",1.75
"728",24000,10.42,60,"B","AZ",106000,"OWN",18.36
"729",6000,10.91,36,"B","TN",70000,"MORTGAGE",4.01
"730",10000,6.07,36,"A","IL",55000,"MORTGAGE",38.05
"731",11000,16.02,60,"C","CA",1e+05,"RENT",15.1
"732",16000,22.91,60,"E","SC",42000,"MORTGAGE",19.54
"733",5775,11.99,36,"B","NJ",60000,"RENT",11.2
"734",10000,12.61,60,"C","CT",72000,"RENT",10.23
"735",16000,19.03,60,"D","MT",85000,"RENT",7.27
"736",35000,15.04,60,"C","OR",98000,"RENT",17.81
"737",40000,6.07,36,"A","CA",68000,"RENT",28.04
"738",12000,14.08,36,"C","CA",120000,"MORTGAGE",12.55
"739",14000,10.9,60,"B","GA",36000,"MORTGAGE",55.73
"740",8000,6.07,36,"A","MO",62000,"MORTGAGE",2.38
"741",14000,10.91,36,"B","MA",62500,"RENT",21.3
"742",18000,6.72,36,"A","FL",60000,"OWN",27.06
"743",20000,9.44,60,"B","GA",40000,"MORTGAGE",18.33
"744",35000,25.81,60,"E","HI",90000,"RENT",28.33
"745",6025,12.61,36,"C","MA",64721,"OWN",15.43
"746",10000,12.61,60,"C","IL",80000,"RENT",12.45
"747",6000,7.35,36,"A","FL",18000,"OWN",34.2
"748",25000,20,60,"D","TX",107200,"MORTGAGE",31.52
"749",24000,24.84,60,"E","SC",65000,"MORTGAGE",12.72
"750",5400,6.08,36,"A","MA",72000,"RENT",13.89
"751",5000,11.99,36,"B","NJ",32000,"RENT",0.94
"752",22250,9.44,60,"B","OH",134676,"MORTGAGE",14.42
"753",10000,5.32,36,"A","MN",52000,"MORTGAGE",8.35
"754",27000,9.92,60,"B","AZ",130000,"MORTGAGE",20.77
"755",4000,21.45,36,"D","FL",66000,"RENT",21.93
"756",16000,12.61,60,"C","CA",120000,"MORTGAGE",4.3
"757",4000,14.08,36,"C","IL",20000,"MORTGAGE",17.47
"758",9600,10.9,36,"B","NY",80000,"MORTGAGE",16.55
"759",7000,15.05,36,"C","NY",90000,"RENT",2.97
"760",8000,11.98,36,"B","WA",95000,"RENT",8.12
"761",15775,10.91,36,"B","MN",55000,"RENT",15.06
"762",2000,14.07,36,"C","VA",1e+05,"MORTGAGE",11.5
"763",14000,17.09,60,"D","NM",64000,"OWN",31.58
"764",16175,30.75,36,"F","OR",71500,"RENT",20.98
"765",16000,29.69,60,"F","AZ",42000,"RENT",27.2
"766",7500,11.98,36,"B","ME",69000,"MORTGAGE",18.49
"767",10000,5.32,36,"A","WA",81000,"MORTGAGE",7.79
"768",24000,13.59,60,"C","OH",90000,"MORTGAGE",19.35
"769",16000,15.05,60,"C","TN",80000,"MORTGAGE",24.08
"770",28000,14.08,60,"C","NC",65000,"MORTGAGE",21.07
"771",16000,19.03,60,"D","NY",84000,"MORTGAGE",20.7
"772",26650,13.59,60,"C","IN",92000,"MORTGAGE",26.78
"773",7625,12.61,36,"C","GA",82000,"MORTGAGE",15.59
"774",10000,18.06,36,"D","CA",60000,"RENT",12.52
"775",9800,14.08,36,"C","HI",40000,"MORTGAGE",14.82
"776",16000,18.06,36,"D","AL",60000,"MORTGAGE",31.5
"777",40000,6.07,36,"A","FL",40000,"RENT",49.05
"778",4800,11.99,36,"B","GA",75000,"MORTGAGE",33.46
"779",40000,5.31,36,"A","LA",350000,"RENT",7.64
"780",15000,10.42,60,"B","CA",71000,"RENT",6.14
"781",3600,6.08,36,"A","CO",28000,"RENT",7.16
"782",10000,18.06,60,"D","AR",68000,"MORTGAGE",18.23
"783",4000,15.05,36,"C","WA",72000,"MORTGAGE",23.47
"784",8000,6.72,36,"A","IL",50000,"MORTGAGE",14.11
"785",8000,12.62,36,"C","OH",65000,"OWN",23.69
"786",20000,6.07,36,"A","CO",305000,"RENT",8.97
"787",6000,5.32,36,"A","WI",36000,"MORTGAGE",35.76
"788",3000,7.34,36,"A","KS",56000,"MORTGAGE",3.81
"789",12000,9.93,36,"B","CO",120000,"MORTGAGE",19.43
"790",30000,15.04,60,"C","CA",130000,"MORTGAGE",10.79
"791",35000,6.07,36,"A","MA",72000,"MORTGAGE",10.05
"792",15000,10.41,60,"B","CA",65000,"MORTGAGE",21.09
"793",40000,5.32,60,"A","IN",110000,"MORTGAGE",5.8
"794",10000,16.01,36,"C","CA",40000,"RENT",7.56
"795",28000,28.72,60,"F","HI",50840,"RENT",27.81
"796",5000,7.35,36,"A","MA",115000,"RENT",18.25
"797",16500,5.31,36,"A","NE",105000,"MORTGAGE",17.33
"798",23000,6.72,36,"A","AZ",64000,"RENT",1.03
"799",7000,7.97,36,"A","TX",30000,"MORTGAGE",59.44
"800",21000,15.04,60,"C","AZ",52400,"MORTGAGE",14.04
"801",12000,21.45,60,"D","CA",96000,"RENT",19.23
"802",12000,14.07,60,"C","CT",50000,"RENT",22.64
"803",20000,6.72,36,"A","WI",120000,"OWN",15.33
"804",7000,11.99,36,"B","WA",24000,"OWN",5.92
"805",15000,10.9,60,"B","TX",55000,"RENT",9.78
"806",10400,6.72,36,"A","NY",52000,"MORTGAGE",11.29
"807",8000,9.92,36,"B","OH",24000,"RENT",23.3
"808",20000,7.97,36,"A","CA",75000,"OWN",24.93
"809",10000,7.34,36,"A","FL",40012,"OWN",17.43
"810",3800,9.92,36,"B","MD",65000,"RENT",3.05
"811",40000,9.43,36,"B","CA",245000,"MORTGAGE",5.16
"812",4375,10.42,36,"B","GA",21432,"OWN",7.17
"813",14400,16.02,36,"C","CO",63000,"OWN",28.63
"814",6000,6.08,36,"A","TX",73400,"OWN",12.13
"815",10000,20.39,36,"D","NY",50000,"RENT",3.62
"816",8000,13.59,36,"C","CO",75000,"MORTGAGE",5.98
"817",19200,9.44,60,"B","MS",45000,"MORTGAGE",16.19
"818",3000,10.42,36,"B","VA",83000,"RENT",16.11
"819",12000,9.92,60,"B","IN",130000,"MORTGAGE",7.91
"820",19200,11.99,60,"B","CA",72465,"RENT",12.52
"821",13500,6.72,36,"A","CO",48000,"MORTGAGE",17.83
"822",35000,18.06,36,"D","PA",126700,"MORTGAGE",32.42
"823",40000,9.93,60,"B","OH",10000,"MORTGAGE",144.3
"824",10000,10.42,36,"B","CA",116480,"RENT",13.74
"825",4000,14.08,36,"C","WI",12276,"RENT",26.78
"826",36000,9.43,60,"B","NV",160000,"MORTGAGE",17.63
"827",8000,16.02,36,"C","TX",72000,"MORTGAGE",17.6
"828",10000,6.72,36,"A","DC",45000,"RENT",18.25
"829",7000,9.43,36,"B","IL",38000,"RENT",18
"830",10000,7.35,36,"A","VA",75000,"MORTGAGE",20.7
"831",16500,6.08,36,"A","MO",120000,"RENT",12.58
"832",8000,6.08,36,"A","PA",55000,"RENT",13.11
"833",16800,10.91,36,"B","NY",67000,"RENT",17.39
"834",10000,17.09,60,"D","CO",48200,"MORTGAGE",18.7
"835",10000,19.42,60,"D","IL",180000,"MORTGAGE",5.31
"836",25000,11.99,60,"B","CA",52755,"RENT",35.08
"837",10000,13.58,36,"C","FL",41600,"MORTGAGE",21.44
"838",12000,11.99,36,"B","ID",50000,"MORTGAGE",18.63
"839",10800,13.59,60,"C","IL",46500,"RENT",17.68
"840",8500,9.44,36,"B","IL",65000,"RENT",13.88
"841",10000,17.09,36,"D","OR",54000,"MORTGAGE",19.2
"842",10800,11.98,60,"B","FL",35000,"RENT",27.64
"843",36000,20.39,36,"D","WI",46000,"MORTGAGE",37.44
"844",17950,26.3,60,"E","NJ",38000,"MORTGAGE",37.62
"845",20000,13.59,60,"C","MA",75000,"MORTGAGE",11.6
"846",20000,9.93,36,"B","IL",80000,"OWN",15.14
"847",6000,10.41,36,"B","NJ",88000,"RENT",10.88
"848",7000,12.62,36,"C","FL",36000,"MORTGAGE",3.23
"849",3000,17.09,36,"D","NJ",20000,"RENT",9.9
"850",6000,6.07,36,"A","OH",70000,"RENT",10.78
"851",28000,24.85,60,"E","NE",119000,"MORTGAGE",26.08
"852",10000,10.91,36,"B","OK",40000,"OWN",12.63
"853",5000,5.31,36,"A","WA",40000,"MORTGAGE",2.91
"854",40000,6.08,36,"A","PA",140000,"RENT",7.11
"855",4000,6.07,36,"A","CO",54000,"MORTGAGE",19.22
"856",22000,9.43,36,"B","LA",54500,"MORTGAGE",8.7
"857",8000,14.07,36,"C","NY",64000,"RENT",11.05
"858",10000,17.09,36,"D","PA",26000,"MORTGAGE",21.93
"859",25200,11.98,60,"B","DC",60000,"MORTGAGE",20.08
"860",30000,14.07,36,"C","VA",59000,"RENT",23.56
"861",12000,9.92,60,"B","PA",44000,"MORTGAGE",20.61
"862",10000,5.32,36,"A","VA",40000,"MORTGAGE",14.4
"863",10000,16.02,60,"C","VA",65000,"RENT",12.46
"864",35000,17.47,60,"D","AZ",92000,"MORTGAGE",26.14
"865",25600,9.43,36,"B","NH",80000,"MORTGAGE",16.43
"866",30000,16.02,36,"C","CA",44000,"RENT",31.45
"867",25000,9.93,36,"B","NV",40250,"MORTGAGE",46.06
"868",29825,9.93,60,"B","KY",98000,"MORTGAGE",18.63
"869",20000,9.93,36,"B","IL",140000,"RENT",5.3
"870",24000,10.9,60,"B","CA",1e+05,"MORTGAGE",6.18
"871",20000,10.42,36,"B","KS",45000,"OWN",19.73
